Date,Region,Province,PrizeName,WinningNumbers
20-11-2023,Miền Trung,Thừa Thiên Huế,Giải nhì,46852
20-11-2023,Miền Trung,Thừa Thiên Huế,Giải nhất,22977
20-11-2023,Miền Trung,Thừa Thiên Huế,Đặc biệt,968527
﻿19-11-2023,Miền Bắc,XSMB,Đặc biệt,38429
19-11-2023,Miền Bắc,XSMB,Giải nhất,2633
19-11-2023,Miền Bắc,XSMB,Giải nhì,37498
19-11-2023,Miền Bắc,XSMB,Giải nhì,40297
19-11-2023,Miền Bắc,XSMB,Giải ba,14331
19-11-2023,Miền Bắc,XSMB,Giải ba,95638
19-11-2023,Miền Bắc,XSMB,Giải ba,82894
19-11-2023,Miền Bắc,XSMB,Giải ba,72723
19-11-2023,Miền Bắc,XSMB,Giải ba,51994
19-11-2023,Miền Bắc,XSMB,Giải ba,85732
19-11-2023,Miền Bắc,XSMB,Giải tư,1243
19-11-2023,Miền Bắc,XSMB,Giải tư,254
19-11-2023,Miền Bắc,XSMB,Giải tư,8383
19-11-2023,Miền Bắc,XSMB,Giải tư,9997
19-11-2023,Miền Bắc,XSMB,Giải năm,2136
19-11-2023,Miền Bắc,XSMB,Giải năm,7389
19-11-2023,Miền Bắc,XSMB,Giải năm,6623
19-11-2023,Miền Bắc,XSMB,Giải năm,6224
19-11-2023,Miền Bắc,XSMB,Giải năm,6833
19-11-2023,Miền Bắc,XSMB,Giải năm,9192
19-11-2023,Miền Bắc,XSMB,Giải sáu,62
19-11-2023,Miền Bắc,XSMB,Giải sáu,766
19-11-2023,Miền Bắc,XSMB,Giải sáu,980
19-11-2023,Miền Bắc,XSMB,Giải bảy,28
19-11-2023,Miền Bắc,XSMB,Giải bảy,19
19-11-2023,Miền Bắc,XSMB,Giải bảy,90
19-11-2023,Miền Bắc,XSMB,Giải bảy,64
19-11-2023,Miền Nam,Tiền Giang,Giải tám,81
19-11-2023,Miền Nam,Tiền Giang,Giải bảy,362
19-11-2023,Miền Nam,Tiền Giang,Giải sáu,5476
19-11-2023,Miền Nam,Tiền Giang,Giải sáu,9478
19-11-2023,Miền Nam,Tiền Giang,Giải sáu,6771
19-11-2023,Miền Nam,Tiền Giang,Giải năm,8151
19-11-2023,Miền Nam,Tiền Giang,Giải tư,82160
19-11-2023,Miền Nam,Tiền Giang,Giải tư,58507
19-11-2023,Miền Nam,Tiền Giang,Giải tư,22628
19-11-2023,Miền Nam,Tiền Giang,Giải tư,57944
19-11-2023,Miền Nam,Tiền Giang,Giải tư,10892
19-11-2023,Miền Nam,Tiền Giang,Giải tư,52892
19-11-2023,Miền Nam,Tiền Giang,Giải tư,39616
19-11-2023,Miền Nam,Tiền Giang,Giải ba,51297
19-11-2023,Miền Nam,Tiền Giang,Giải ba,29844
19-11-2023,Miền Nam,Tiền Giang,Giải nhì,82800
19-11-2023,Miền Nam,Tiền Giang,Giải nhất,45805
19-11-2023,Miền Nam,Tiền Giang,Đặc biệt,710668
19-11-2023,Miền Nam,Kiên Giang,Giải tám,60
19-11-2023,Miền Nam,Kiên Giang,Giải bảy,497
19-11-2023,Miền Nam,Kiên Giang,Giải sáu,6123
19-11-2023,Miền Nam,Kiên Giang,Giải sáu,8185
19-11-2023,Miền Nam,Kiên Giang,Giải sáu,719
19-11-2023,Miền Nam,Kiên Giang,Giải năm,7300
19-11-2023,Miền Nam,Kiên Giang,Giải tư,14711
19-11-2023,Miền Nam,Kiên Giang,Giải tư,24077
19-11-2023,Miền Nam,Kiên Giang,Giải tư,93735
19-11-2023,Miền Nam,Kiên Giang,Giải tư,876
19-11-2023,Miền Nam,Kiên Giang,Giải tư,99792
19-11-2023,Miền Nam,Kiên Giang,Giải tư,55127
19-11-2023,Miền Nam,Kiên Giang,Giải tư,72368
19-11-2023,Miền Nam,Kiên Giang,Giải ba,14489
19-11-2023,Miền Nam,Kiên Giang,Giải ba,21006
19-11-2023,Miền Nam,Kiên Giang,Giải nhì,571
19-11-2023,Miền Nam,Kiên Giang,Giải nhất,80405
19-11-2023,Miền Nam,Kiên Giang,Đặc biệt,615960
19-11-2023,Miền Nam,Đà Lạt,Giải tám,11
19-11-2023,Miền Nam,Đà Lạt,Giải bảy,603
19-11-2023,Miền Nam,Đà Lạt,Giải sáu,8280
19-11-2023,Miền Nam,Đà Lạt,Giải sáu,2542
19-11-2023,Miền Nam,Đà Lạt,Giải sáu,5840
19-11-2023,Miền Nam,Đà Lạt,Giải năm,3698
19-11-2023,Miền Nam,Đà Lạt,Giải tư,51331
19-11-2023,Miền Nam,Đà Lạt,Giải tư,75488
19-11-2023,Miền Nam,Đà Lạt,Giải tư,30619
19-11-2023,Miền Nam,Đà Lạt,Giải tư,92724
19-11-2023,Miền Nam,Đà Lạt,Giải tư,46565
19-11-2023,Miền Nam,Đà Lạt,Giải tư,38423
19-11-2023,Miền Nam,Đà Lạt,Giải tư,5220
19-11-2023,Miền Nam,Đà Lạt,Giải ba,86693
19-11-2023,Miền Nam,Đà Lạt,Giải ba,37379
19-11-2023,Miền Nam,Đà Lạt,Giải nhì,47582
19-11-2023,Miền Nam,Đà Lạt,Giải nhất,68857
19-11-2023,Miền Nam,Đà Lạt,Đặc biệt,961484
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải tám,41
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải bảy,189
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải sáu,7090
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải sáu,3335
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải sáu,1888
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải năm,3514
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải tư,84248
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải tư,39040
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải tư,55436
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải tư,84793
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải tư,1479
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải tư,73762
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải tư,79961
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải ba,2898
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải ba,49071
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải nhì,31296
19-11-2023,Miền Trung,Thừa Thiên Huế,Giải nhất,1306
19-11-2023,Miền Trung,Thừa Thiên Huế,Đặc biệt,208763
19-11-2023,Miền Trung,Khánh Hòa,Giải tám,67
19-11-2023,Miền Trung,Khánh Hòa,Giải bảy,407
19-11-2023,Miền Trung,Khánh Hòa,Giải sáu,4449
19-11-2023,Miền Trung,Khánh Hòa,Giải sáu,2308
19-11-2023,Miền Trung,Khánh Hòa,Giải sáu,2047
19-11-2023,Miền Trung,Khánh Hòa,Giải năm,3829
19-11-2023,Miền Trung,Khánh Hòa,Giải tư,52638
19-11-2023,Miền Trung,Khánh Hòa,Giải tư,15493
19-11-2023,Miền Trung,Khánh Hòa,Giải tư,61692
19-11-2023,Miền Trung,Khánh Hòa,Giải tư,20667
19-11-2023,Miền Trung,Khánh Hòa,Giải tư,49299
19-11-2023,Miền Trung,Khánh Hòa,Giải tư,67905
19-11-2023,Miền Trung,Khánh Hòa,Giải tư,18609
19-11-2023,Miền Trung,Khánh Hòa,Giải ba,21923
19-11-2023,Miền Trung,Khánh Hòa,Giải ba,51679
19-11-2023,Miền Trung,Khánh Hòa,Giải nhì,30304
19-11-2023,Miền Trung,Khánh Hòa,Giải nhất,68665
19-11-2023,Miền Trung,Khánh Hòa,Đặc biệt,868856
19-11-2023,Miền Trung,Kon Tum,Giải tám,56
19-11-2023,Miền Trung,Kon Tum,Giải bảy,283
19-11-2023,Miền Trung,Kon Tum,Giải sáu,2313
19-11-2023,Miền Trung,Kon Tum,Giải sáu,7151
19-11-2023,Miền Trung,Kon Tum,Giải sáu,2270
19-11-2023,Miền Trung,Kon Tum,Giải năm,3024
19-11-2023,Miền Trung,Kon Tum,Giải tư,14400
19-11-2023,Miền Trung,Kon Tum,Giải tư,41659
19-11-2023,Miền Trung,Kon Tum,Giải tư,25188
19-11-2023,Miền Trung,Kon Tum,Giải tư,83294
19-11-2023,Miền Trung,Kon Tum,Giải tư,97044
19-11-2023,Miền Trung,Kon Tum,Giải tư,45776
19-11-2023,Miền Trung,Kon Tum,Giải tư,59195
19-11-2023,Miền Trung,Kon Tum,Giải ba,51768
19-11-2023,Miền Trung,Kon Tum,Giải ba,88334
19-11-2023,Miền Trung,Kon Tum,Giải nhì,35925
19-11-2023,Miền Trung,Kon Tum,Giải nhất,99967
19-11-2023,Miền Trung,Kon Tum,Đặc biệt,908406
﻿18-11-2023,Miền Bắc,XSMB,Đặc biệt,98371
18-11-2023,Miền Bắc,XSMB,Giải nhất,77855
18-11-2023,Miền Bắc,XSMB,Giải nhì,10658
18-11-2023,Miền Bắc,XSMB,Giải nhì,79326
18-11-2023,Miền Bắc,XSMB,Giải ba,8768
18-11-2023,Miền Bắc,XSMB,Giải ba,35389
18-11-2023,Miền Bắc,XSMB,Giải ba,63003
18-11-2023,Miền Bắc,XSMB,Giải ba,45013
18-11-2023,Miền Bắc,XSMB,Giải ba,25896
18-11-2023,Miền Bắc,XSMB,Giải ba,58159
18-11-2023,Miền Bắc,XSMB,Giải tư,7512
18-11-2023,Miền Bắc,XSMB,Giải tư,3573
18-11-2023,Miền Bắc,XSMB,Giải tư,6252
18-11-2023,Miền Bắc,XSMB,Giải tư,6597
18-11-2023,Miền Bắc,XSMB,Giải năm,1270
18-11-2023,Miền Bắc,XSMB,Giải năm,2234
18-11-2023,Miền Bắc,XSMB,Giải năm,9849
18-11-2023,Miền Bắc,XSMB,Giải năm,9414
18-11-2023,Miền Bắc,XSMB,Giải năm,4541
18-11-2023,Miền Bắc,XSMB,Giải năm,8794
18-11-2023,Miền Bắc,XSMB,Giải sáu,558
18-11-2023,Miền Bắc,XSMB,Giải sáu,262
18-11-2023,Miền Bắc,XSMB,Giải sáu,712
18-11-2023,Miền Bắc,XSMB,Giải bảy,84
18-11-2023,Miền Bắc,XSMB,Giải bảy,59
18-11-2023,Miền Bắc,XSMB,Giải bảy,90
18-11-2023,Miền Bắc,XSMB,Giải bảy,82
18-11-2023,Miền Nam,Hồ Chí Minh,Giải tám,54
18-11-2023,Miền Nam,Hồ Chí Minh,Giải bảy,34
18-11-2023,Miền Nam,Hồ Chí Minh,Giải sáu,1659
18-11-2023,Miền Nam,Hồ Chí Minh,Giải sáu,3561
18-11-2023,Miền Nam,Hồ Chí Minh,Giải sáu,6543
18-11-2023,Miền Nam,Hồ Chí Minh,Giải năm,9057
18-11-2023,Miền Nam,Hồ Chí Minh,Giải tư,38015
18-11-2023,Miền Nam,Hồ Chí Minh,Giải tư,24086
18-11-2023,Miền Nam,Hồ Chí Minh,Giải tư,46952
18-11-2023,Miền Nam,Hồ Chí Minh,Giải tư,45083
18-11-2023,Miền Nam,Hồ Chí Minh,Giải tư,51436
18-11-2023,Miền Nam,Hồ Chí Minh,Giải tư,70809
18-11-2023,Miền Nam,Hồ Chí Minh,Giải tư,46990
18-11-2023,Miền Nam,Hồ Chí Minh,Giải ba,83019
18-11-2023,Miền Nam,Hồ Chí Minh,Giải ba,87102
18-11-2023,Miền Nam,Hồ Chí Minh,Giải nhì,25986
18-11-2023,Miền Nam,Hồ Chí Minh,Giải nhất,66418
18-11-2023,Miền Nam,Hồ Chí Minh,Đặc biệt,81430
18-11-2023,Miền Nam,Long An,Giải tám,21
18-11-2023,Miền Nam,Long An,Giải bảy,778
18-11-2023,Miền Nam,Long An,Giải sáu,2485
18-11-2023,Miền Nam,Long An,Giải sáu,217
18-11-2023,Miền Nam,Long An,Giải sáu,910
18-11-2023,Miền Nam,Long An,Giải năm,4873
18-11-2023,Miền Nam,Long An,Giải tư,9690
18-11-2023,Miền Nam,Long An,Giải tư,43833
18-11-2023,Miền Nam,Long An,Giải tư,18441
18-11-2023,Miền Nam,Long An,Giải tư,71527
18-11-2023,Miền Nam,Long An,Giải tư,21439
18-11-2023,Miền Nam,Long An,Giải tư,74181
18-11-2023,Miền Nam,Long An,Giải tư,3438
18-11-2023,Miền Nam,Long An,Giải ba,56412
18-11-2023,Miền Nam,Long An,Giải ba,60766
18-11-2023,Miền Nam,Long An,Giải nhì,33488
18-11-2023,Miền Nam,Long An,Giải nhất,14351
18-11-2023,Miền Nam,Long An,Đặc biệt,33554
18-11-2023,Miền Nam,Bình Phước,Giải tám,67
18-11-2023,Miền Nam,Bình Phước,Giải bảy,534
18-11-2023,Miền Nam,Bình Phước,Giải sáu,7409
18-11-2023,Miền Nam,Bình Phước,Giải sáu,2342
18-11-2023,Miền Nam,Bình Phước,Giải sáu,3283
18-11-2023,Miền Nam,Bình Phước,Giải năm,7883
18-11-2023,Miền Nam,Bình Phước,Giải tư,60787
18-11-2023,Miền Nam,Bình Phước,Giải tư,2135
18-11-2023,Miền Nam,Bình Phước,Giải tư,76271
18-11-2023,Miền Nam,Bình Phước,Giải tư,79663
18-11-2023,Miền Nam,Bình Phước,Giải tư,91569
18-11-2023,Miền Nam,Bình Phước,Giải tư,59015
18-11-2023,Miền Nam,Bình Phước,Giải tư,28289
18-11-2023,Miền Nam,Bình Phước,Giải ba,70022
18-11-2023,Miền Nam,Bình Phước,Giải ba,96397
18-11-2023,Miền Nam,Bình Phước,Giải nhì,97802
18-11-2023,Miền Nam,Bình Phước,Giải nhất,79242
18-11-2023,Miền Nam,Bình Phước,Đặc biệt,227867
18-11-2023,Miền Nam,Hậu Giang,Giải tám,98
18-11-2023,Miền Nam,Hậu Giang,Giải bảy,86
18-11-2023,Miền Nam,Hậu Giang,Giải sáu,7626
18-11-2023,Miền Nam,Hậu Giang,Giải sáu,9657
18-11-2023,Miền Nam,Hậu Giang,Giải sáu,2284
18-11-2023,Miền Nam,Hậu Giang,Giải năm,6553
18-11-2023,Miền Nam,Hậu Giang,Giải tư,54002
18-11-2023,Miền Nam,Hậu Giang,Giải tư,7509
18-11-2023,Miền Nam,Hậu Giang,Giải tư,30537
18-11-2023,Miền Nam,Hậu Giang,Giải tư,61099
18-11-2023,Miền Nam,Hậu Giang,Giải tư,51789
18-11-2023,Miền Nam,Hậu Giang,Giải tư,61245
18-11-2023,Miền Nam,Hậu Giang,Giải tư,105
18-11-2023,Miền Nam,Hậu Giang,Giải ba,10314
18-11-2023,Miền Nam,Hậu Giang,Giải ba,80597
18-11-2023,Miền Nam,Hậu Giang,Giải nhì,30352
18-11-2023,Miền Nam,Hậu Giang,Giải nhất,1471
18-11-2023,Miền Nam,Hậu Giang,Đặc biệt,445376
18-11-2023,Miền Trung,Đà Nẵng,Giải tám,39
18-11-2023,Miền Trung,Đà Nẵng,Giải bảy,615
18-11-2023,Miền Trung,Đà Nẵng,Giải sáu,9863
18-11-2023,Miền Trung,Đà Nẵng,Giải sáu,2472
18-11-2023,Miền Trung,Đà Nẵng,Giải sáu,6884
18-11-2023,Miền Trung,Đà Nẵng,Giải năm,4590
18-11-2023,Miền Trung,Đà Nẵng,Giải tư,57941
18-11-2023,Miền Trung,Đà Nẵng,Giải tư,95942
18-11-2023,Miền Trung,Đà Nẵng,Giải tư,83799
18-11-2023,Miền Trung,Đà Nẵng,Giải tư,20530
18-11-2023,Miền Trung,Đà Nẵng,Giải tư,88216
18-11-2023,Miền Trung,Đà Nẵng,Giải tư,98126
18-11-2023,Miền Trung,Đà Nẵng,Giải tư,71690
18-11-2023,Miền Trung,Đà Nẵng,Giải ba,27425
18-11-2023,Miền Trung,Đà Nẵng,Giải ba,15185
18-11-2023,Miền Trung,Đà Nẵng,Giải nhì,38100
18-11-2023,Miền Trung,Đà Nẵng,Giải nhất,39451
18-11-2023,Miền Trung,Đà Nẵng,Đặc biệt,640591
18-11-2023,Miền Trung,Quảng Ngãi,Giải tám,73
18-11-2023,Miền Trung,Quảng Ngãi,Giải bảy,456
18-11-2023,Miền Trung,Quảng Ngãi,Giải sáu,6191
18-11-2023,Miền Trung,Quảng Ngãi,Giải sáu,8806
18-11-2023,Miền Trung,Quảng Ngãi,Giải sáu,7706
18-11-2023,Miền Trung,Quảng Ngãi,Giải năm,4323
18-11-2023,Miền Trung,Quảng Ngãi,Giải tư,90967
18-11-2023,Miền Trung,Quảng Ngãi,Giải tư,69989
18-11-2023,Miền Trung,Quảng Ngãi,Giải tư,29906
18-11-2023,Miền Trung,Quảng Ngãi,Giải tư,82208
18-11-2023,Miền Trung,Quảng Ngãi,Giải tư,61495
18-11-2023,Miền Trung,Quảng Ngãi,Giải tư,10534
18-11-2023,Miền Trung,Quảng Ngãi,Giải tư,227
18-11-2023,Miền Trung,Quảng Ngãi,Giải ba,12498
18-11-2023,Miền Trung,Quảng Ngãi,Giải ba,71596
18-11-2023,Miền Trung,Quảng Ngãi,Giải nhì,58878
18-11-2023,Miền Trung,Quảng Ngãi,Giải nhất,99453
18-11-2023,Miền Trung,Quảng Ngãi,Đặc biệt,274561
18-11-2023,Miền Trung,Đắk Nông,Giải tám,89
18-11-2023,Miền Trung,Đắk Nông,Giải bảy,345
18-11-2023,Miền Trung,Đắk Nông,Giải sáu,5394
18-11-2023,Miền Trung,Đắk Nông,Giải sáu,2964
18-11-2023,Miền Trung,Đắk Nông,Giải sáu,6452
18-11-2023,Miền Trung,Đắk Nông,Giải năm,2698
18-11-2023,Miền Trung,Đắk Nông,Giải tư,94821
18-11-2023,Miền Trung,Đắk Nông,Giải tư,72561
18-11-2023,Miền Trung,Đắk Nông,Giải tư,37632
18-11-2023,Miền Trung,Đắk Nông,Giải tư,33471
18-11-2023,Miền Trung,Đắk Nông,Giải tư,40895
18-11-2023,Miền Trung,Đắk Nông,Giải tư,76402
18-11-2023,Miền Trung,Đắk Nông,Giải tư,93343
18-11-2023,Miền Trung,Đắk Nông,Giải ba,9999
18-11-2023,Miền Trung,Đắk Nông,Giải ba,82215
18-11-2023,Miền Trung,Đắk Nông,Giải nhì,11680
18-11-2023,Miền Trung,Đắk Nông,Giải nhất,3388
18-11-2023,Miền Trung,Đắk Nông,Đặc biệt,919424
﻿17-11-2023,Miền Bắc,XSMB,Đặc biệt,95110
17-11-2023,Miền Bắc,XSMB,Giải nhất,91230
17-11-2023,Miền Bắc,XSMB,Giải nhì,25848
17-11-2023,Miền Bắc,XSMB,Giải nhì,37352
17-11-2023,Miền Bắc,XSMB,Giải ba,46596
17-11-2023,Miền Bắc,XSMB,Giải ba,92391
17-11-2023,Miền Bắc,XSMB,Giải ba,75545
17-11-2023,Miền Bắc,XSMB,Giải ba,86395
17-11-2023,Miền Bắc,XSMB,Giải ba,28746
17-11-2023,Miền Bắc,XSMB,Giải ba,58992
17-11-2023,Miền Bắc,XSMB,Giải tư,7879
17-11-2023,Miền Bắc,XSMB,Giải tư,2244
17-11-2023,Miền Bắc,XSMB,Giải tư,9001
17-11-2023,Miền Bắc,XSMB,Giải tư,6647
17-11-2023,Miền Bắc,XSMB,Giải năm,4782
17-11-2023,Miền Bắc,XSMB,Giải năm,2335
17-11-2023,Miền Bắc,XSMB,Giải năm,826
17-11-2023,Miền Bắc,XSMB,Giải năm,9117
17-11-2023,Miền Bắc,XSMB,Giải năm,2981
17-11-2023,Miền Bắc,XSMB,Giải năm,5762
17-11-2023,Miền Bắc,XSMB,Giải sáu,366
17-11-2023,Miền Bắc,XSMB,Giải sáu,704
17-11-2023,Miền Bắc,XSMB,Giải sáu,757
17-11-2023,Miền Bắc,XSMB,Giải bảy,38
17-11-2023,Miền Bắc,XSMB,Giải bảy,44
17-11-2023,Miền Bắc,XSMB,Giải bảy,68
17-11-2023,Miền Bắc,XSMB,Giải bảy,52
17-11-2023,Miền Nam,Vĩnh Long,Giải tám,41
17-11-2023,Miền Nam,Vĩnh Long,Giải bảy,750
17-11-2023,Miền Nam,Vĩnh Long,Giải sáu,9282
17-11-2023,Miền Nam,Vĩnh Long,Giải sáu,3362
17-11-2023,Miền Nam,Vĩnh Long,Giải sáu,3181
17-11-2023,Miền Nam,Vĩnh Long,Giải năm,8947
17-11-2023,Miền Nam,Vĩnh Long,Giải tư,41421
17-11-2023,Miền Nam,Vĩnh Long,Giải tư,9248
17-11-2023,Miền Nam,Vĩnh Long,Giải tư,26676
17-11-2023,Miền Nam,Vĩnh Long,Giải tư,52367
17-11-2023,Miền Nam,Vĩnh Long,Giải tư,22144
17-11-2023,Miền Nam,Vĩnh Long,Giải tư,79935
17-11-2023,Miền Nam,Vĩnh Long,Giải tư,22053
17-11-2023,Miền Nam,Vĩnh Long,Giải ba,56423
17-11-2023,Miền Nam,Vĩnh Long,Giải ba,98515
17-11-2023,Miền Nam,Vĩnh Long,Giải nhì,11129
17-11-2023,Miền Nam,Vĩnh Long,Giải nhất,5798
17-11-2023,Miền Nam,Vĩnh Long,Đặc biệt,649443
17-11-2023,Miền Nam,Bình Dương,Giải tám,45
17-11-2023,Miền Nam,Bình Dương,Giải bảy,583
17-11-2023,Miền Nam,Bình Dương,Giải sáu,1486
17-11-2023,Miền Nam,Bình Dương,Giải sáu,5685
17-11-2023,Miền Nam,Bình Dương,Giải sáu,6992
17-11-2023,Miền Nam,Bình Dương,Giải năm,7911
17-11-2023,Miền Nam,Bình Dương,Giải tư,77558
17-11-2023,Miền Nam,Bình Dương,Giải tư,30222
17-11-2023,Miền Nam,Bình Dương,Giải tư,42509
17-11-2023,Miền Nam,Bình Dương,Giải tư,18910
17-11-2023,Miền Nam,Bình Dương,Giải tư,12559
17-11-2023,Miền Nam,Bình Dương,Giải tư,52911
17-11-2023,Miền Nam,Bình Dương,Giải tư,21093
17-11-2023,Miền Nam,Bình Dương,Giải ba,33290
17-11-2023,Miền Nam,Bình Dương,Giải ba,1359
17-11-2023,Miền Nam,Bình Dương,Giải nhì,38281
17-11-2023,Miền Nam,Bình Dương,Giải nhất,4919
17-11-2023,Miền Nam,Bình Dương,Đặc biệt,902049
17-11-2023,Miền Nam,Trà Vinh,Giải tám,46
17-11-2023,Miền Nam,Trà Vinh,Giải bảy,932
17-11-2023,Miền Nam,Trà Vinh,Giải sáu,1679
17-11-2023,Miền Nam,Trà Vinh,Giải sáu,1310
17-11-2023,Miền Nam,Trà Vinh,Giải sáu,5714
17-11-2023,Miền Nam,Trà Vinh,Giải năm,922
17-11-2023,Miền Nam,Trà Vinh,Giải tư,58118
17-11-2023,Miền Nam,Trà Vinh,Giải tư,48185
17-11-2023,Miền Nam,Trà Vinh,Giải tư,1051
17-11-2023,Miền Nam,Trà Vinh,Giải tư,53744
17-11-2023,Miền Nam,Trà Vinh,Giải tư,37372
17-11-2023,Miền Nam,Trà Vinh,Giải tư,23052
17-11-2023,Miền Nam,Trà Vinh,Giải tư,68494
17-11-2023,Miền Nam,Trà Vinh,Giải ba,87918
17-11-2023,Miền Nam,Trà Vinh,Giải ba,62492
17-11-2023,Miền Nam,Trà Vinh,Giải nhì,83567
17-11-2023,Miền Nam,Trà Vinh,Giải nhất,85725
17-11-2023,Miền Nam,Trà Vinh,Đặc biệt,478525
17-11-2023,Miền Trung,Gia Lai,Giải tám,24
17-11-2023,Miền Trung,Gia Lai,Giải bảy,42
17-11-2023,Miền Trung,Gia Lai,Giải sáu,4387
17-11-2023,Miền Trung,Gia Lai,Giải sáu,8900
17-11-2023,Miền Trung,Gia Lai,Giải sáu,6337
17-11-2023,Miền Trung,Gia Lai,Giải năm,5435
17-11-2023,Miền Trung,Gia Lai,Giải tư,55179
17-11-2023,Miền Trung,Gia Lai,Giải tư,51885
17-11-2023,Miền Trung,Gia Lai,Giải tư,87250
17-11-2023,Miền Trung,Gia Lai,Giải tư,13395
17-11-2023,Miền Trung,Gia Lai,Giải tư,91809
17-11-2023,Miền Trung,Gia Lai,Giải tư,29382
17-11-2023,Miền Trung,Gia Lai,Giải tư,95873
17-11-2023,Miền Trung,Gia Lai,Giải ba,22645
17-11-2023,Miền Trung,Gia Lai,Giải ba,48404
17-11-2023,Miền Trung,Gia Lai,Giải nhì,64023
17-11-2023,Miền Trung,Gia Lai,Giải nhất,27890
17-11-2023,Miền Trung,Gia Lai,Đặc biệt,724015
17-11-2023,Miền Trung,Ninh Thuận,Giải tám,15
17-11-2023,Miền Trung,Ninh Thuận,Giải bảy,56
17-11-2023,Miền Trung,Ninh Thuận,Giải sáu,1495
17-11-2023,Miền Trung,Ninh Thuận,Giải sáu,4255
17-11-2023,Miền Trung,Ninh Thuận,Giải sáu,3378
17-11-2023,Miền Trung,Ninh Thuận,Giải năm,734
17-11-2023,Miền Trung,Ninh Thuận,Giải tư,77464
17-11-2023,Miền Trung,Ninh Thuận,Giải tư,24554
17-11-2023,Miền Trung,Ninh Thuận,Giải tư,63104
17-11-2023,Miền Trung,Ninh Thuận,Giải tư,25554
17-11-2023,Miền Trung,Ninh Thuận,Giải tư,53025
17-11-2023,Miền Trung,Ninh Thuận,Giải tư,67717
17-11-2023,Miền Trung,Ninh Thuận,Giải tư,86380
17-11-2023,Miền Trung,Ninh Thuận,Giải ba,91935
17-11-2023,Miền Trung,Ninh Thuận,Giải ba,52425
17-11-2023,Miền Trung,Ninh Thuận,Giải nhì,90147
17-11-2023,Miền Trung,Ninh Thuận,Giải nhất,10094
17-11-2023,Miền Trung,Ninh Thuận,Đặc biệt,829996
 16-11-2023,Miền Bắc,XSMB,Đặc biệt,54869
 16-11-2023,Miền Bắc,XSMB,Giải nhất,34677
 16-11-2023,Miền Bắc,XSMB,Giải nhì,80583
 16-11-2023,Miền Bắc,XSMB,Giải nhì,17410
 16-11-2023,Miền Bắc,XSMB,Giải ba,12119
 16-11-2023,Miền Bắc,XSMB,Giải ba,75379
 16-11-2023,Miền Bắc,XSMB,Giải ba,69729
 16-11-2023,Miền Bắc,XSMB,Giải ba,45196
 16-11-2023,Miền Bắc,XSMB,Giải ba,6463
 16-11-2023,Miền Bắc,XSMB,Giải ba,6180
 16-11-2023,Miền Bắc,XSMB,Giải tư,9936
 16-11-2023,Miền Bắc,XSMB,Giải tư,565
 16-11-2023,Miền Bắc,XSMB,Giải tư,5964
 16-11-2023,Miền Bắc,XSMB,Giải tư,1109
 16-11-2023,Miền Bắc,XSMB,Giải năm,7356
 16-11-2023,Miền Bắc,XSMB,Giải năm,9273
 16-11-2023,Miền Bắc,XSMB,Giải năm,1879
 16-11-2023,Miền Bắc,XSMB,Giải năm,6015
 16-11-2023,Miền Bắc,XSMB,Giải năm,4125
 16-11-2023,Miền Bắc,XSMB,Giải năm,3336
 16-11-2023,Miền Bắc,XSMB,Giải sáu,959
 16-11-2023,Miền Bắc,XSMB,Giải sáu,344
 16-11-2023,Miền Bắc,XSMB,Giải sáu,804
 16-11-2023,Miền Bắc,XSMB,Giải bảy,36
 16-11-2023,Miền Bắc,XSMB,Giải bảy,20
 16-11-2023,Miền Bắc,XSMB,Giải bảy,73
 16-11-2023,Miền Bắc,XSMB,Giải bảy,21
 16-11-2023,Miền Nam,Tây Ninh,Giải tám,30
 16-11-2023,Miền Nam,Tây Ninh,Giải bảy,665
 16-11-2023,Miền Nam,Tây Ninh,Giải sáu,5950
 16-11-2023,Miền Nam,Tây Ninh,Giải sáu,5914
 16-11-2023,Miền Nam,Tây Ninh,Giải sáu,7081
 16-11-2023,Miền Nam,Tây Ninh,Giải năm,8911
 16-11-2023,Miền Nam,Tây Ninh,Giải tư,89281
 16-11-2023,Miền Nam,Tây Ninh,Giải tư,45173
 16-11-2023,Miền Nam,Tây Ninh,Giải tư,33866
 16-11-2023,Miền Nam,Tây Ninh,Giải tư,22087
 16-11-2023,Miền Nam,Tây Ninh,Giải tư,58811
 16-11-2023,Miền Nam,Tây Ninh,Giải tư,56531
 16-11-2023,Miền Nam,Tây Ninh,Giải tư,49666
 16-11-2023,Miền Nam,Tây Ninh,Giải ba,46257
